id,first_name,last_name,email,gender,absence_days,extracurricular_activities,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Full Name,Overall Percentage,Grade,Rank,Strongest Subject,Weakest Subject
180,Alex,Clark,alex.clark.180@gslingacademy.com,male,4,False,85,73,89,73,97,66,79,Alex Clark,80.28571428571429,B,1099,Biology,English
181,Christopher,Wolfe,christopher.wolfe.181@gslingacademy.com,male,2,True,68,69,86,87,72,80,93,Christopher Wolfe,79.28571428571429,C,1245,Geography,Math
182,Jason,Bell,jason.bell.182@gslingacademy.com,male,1,False,73,99,75,70,100,86,62,Jason Bell,80.71428571428571,B,1035,Biology,Geography
183,Victoria,Donaldson,victoria.donaldson.183@gslingacademy.com,female,3,True,65,90,75,96,91,93,85,Victoria Donaldson,85.0,B,465,Chemistry,Math
184,Logan,Cox,logan.cox.184@gslingacademy.com,male,8,True,46,79,75,86,91,88,77,Logan Cox,77.42857142857143,C,1478,Biology,Math
185,Rachel,Hill,rachel.hill.185@gslingacademy.com,female,1,False,92,84,85,77,81,69,95,Rachel Hill,83.28571428571429,B,655,Geography,English
186,Jenny,Lloyd,jenny.lloyd.186@gslingacademy.com,female,3,False,69,78,69,70,100,88,85,Jenny Lloyd,79.85714285714286,C,1155,Biology,Math
187,Joan,Cohen,joan.cohen.187@gslingacademy.com,female,5,True,78,99,64,99,65,84,80,Joan Cohen,81.28571428571429,B,957,History,Physics
188,Kimberly,Lopez,kimberly.lopez.188@gslingacademy.com,female,2,True,92,62,86,97,54,76,76,Kimberly Lopez,77.57142857142857,C,1464,Chemistry,Biology
189,Steven,Walker,steven.walker.189@gslingacademy.com,male,5,False,70,77,91,96,100,89,67,Steven Walker,84.28571428571429,B,531,Biology,Geography
190,Sonia,Bowers,sonia.bowers.190@gslingacademy.com,female,5,False,95,79,98,95,89,99,87,Sonia Bowers,91.71428571428571,A,90,English,History
191,Penny,Perez,penny.perez.191@gslingacademy.com,female,7,False,99,82,93,83,92,90,60,Penny Perez,85.57142857142857,B,426,Math,Geography
192,Mike,Harris,mike.harris.192@gslingacademy.com,male,1,True,96,66,79,80,88,61,85,Mike Harris,79.28571428571429,C,1245,Math,English
193,Vanessa,Sweeney,vanessa.sweeney.193@gslingacademy.com,female,2,False,85,90,85,74,96,71,80,Vanessa Sweeney,83.0,B,688,Biology,English
194,Adam,Edwards,adam.edwards.194@gslingacademy.com,male,5,False,91,94,82,100,68,66,69,Adam Edwards,81.42857142857143,B,937,Chemistry,English
195,Angelica,Johnson,angelica.johnson.195@gslingacademy.com,female,2,False,85,64,93,80,82,70,94,Angelica Johnson,81.14285714285714,B,975,Geography,History
196,Tiffany,Hernandez,tiffany.hernandez.196@gslingacademy.com,female,3,False,94,73,61,68,65,85,67,Tiffany Hernandez,73.28571428571429,C,1810,Math,Physics
197,Mark,Myers,mark.myers.197@gslingacademy.com,male,4,False,95,69,62,87,84,83,64,Mark Myers,77.71428571428571,C,1446,Math,Physics
198,Erica,Cochran,erica.cochran.198@gslingacademy.com,female,2,False,69,90,83,70,83,91,67,Erica Cochran,79.0,C,1284,English,Geography
199,Karen,Watson,karen.watson.199@gslingacademy.com,female,1,False,95,72,94,96,91,61,94,Karen Watson,86.14285714285714,B,370,Chemistry,English
200,Kathryn,Frazier,kathryn.frazier.200@gslingacademy.com,female,3,False,94,88,65,88,60,81,78,Kathryn Frazier,79.14285714285714,C,1264,Math,Biology
201,Anthony,Jackson,anthony.jackson.201@gslingacademy.com,male,1,True,82,81,100,81,60,79,96,Anthony Jackson,82.71428571428571,B,730,Physics,Biology
202,Jordan,Perez,jordan.perez.202@gslingacademy.com,male,6,True,99,73,91,91,93,80,100,Jordan Perez,89.57142857142857,B,168,Geography,History
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,3,False,85,62,84,80,37,80,71,Jennifer Burgess,71.28571428571429,C,1882,Math,Biology
204,Christina,Davis,christina.davis.204@gslingacademy.com,female,1,True,100,87,60,92,46,67,96,Christina Davis,78.28571428571429,C,1374,Math,Biology
205,April,Ryan,april.ryan.205@gslingacademy.com,female,1,False,98,95,90,81,82,86,98,April Ryan,90.0,A,154,Math,Chemistry
206,Maxwell,Davis,maxwell.davis.206@gslingacademy.com,male,3,False,97,78,81,67,90,95,79,Maxwell Davis,83.85714285714286,B,583,Math,Chemistry
207,Matthew,Guzman,matthew.guzman.207@gslingacademy.com,male,5,False,99,86,68,94,97,77,92,Matthew Guzman,87.57142857142857,B,271,Math,Physics
208,Robert,Mayer,robert.mayer.208@gslingacademy.com,male,3,True,99,73,77,74,62,68,99,Robert Mayer,78.85714285714286,C,1306,Math,Biology
209,Amanda,Willis,amanda.willis.209@gslingacademy.com,female,2,False,75,83,70,71,86,95,76,Amanda Willis,79.42857142857143,C,1224,English,Physics
210,Michele,Thomas,michele.thomas.210@gslingacademy.com,female,1,True,63,80,99,78,60,84,86,Michele Thomas,78.57142857142857,C,1338,Physics,Biology
211,Tim,Turner,tim.turner.211@gslingacademy.com,male,0,False,96,88,90,100,94,87,96,Tim Turner,93.0,A,51,Chemistry,English
212,Joe,Strickland,joe.strickland.212@gslingacademy.com,male,4,False,91,73,86,73,84,60,71,Joe Strickland,76.85714285714286,C,1537,Math,English
213,Trevor,Cruz,trevor.cruz.213@gslingacademy.com,male,1,False,52,58,60,97,93,89,68,Trevor Cruz,73.85714285714286,C,1781,Chemistry,Math
214,Melissa,Roberts,melissa.roberts.214@gslingacademy.com,female,1,False,99,71,80,82,95,64,64,Melissa Roberts,79.28571428571429,C,1245,Math,English
215,Tammy,Miller,tammy.miller.215@gslingacademy.com,female,3,False,84,62,92,74,73,98,91,Tammy Miller,82.0,B,832,English,History
216,Chad,Morgan,chad.morgan.216@gslingacademy.com,male,2,False,100,90,82,79,94,83,78,Chad Morgan,86.57142857142857,B,333,Math,Geography
217,Samantha,Maldonado,samantha.maldonado.217@gslingacademy.com,female,4,False,82,71,93,90,90,76,97,Samantha Maldonado,85.57142857142857,B,426,Geography,History
218,Marie,Martin,marie.martin.218@gslingacademy.com,female,5,False,75,88,65,80,76,94,97,Marie Martin,82.14285714285714,B,807,Geography,Physics
219,Theresa,Tucker,theresa.tucker.219@gslingacademy.com,female,1,False,66,71,94,72,96,70,63,Theresa Tucker,76.0,C,1622,Biology,Geography
220,Joseph,Morris,joseph.morris.220@gslingacademy.com,male,6,True,99,88,72,76,68,92,72,Joseph Morris,81.0,B,994,Math,Biology
221,Charles,Parker,charles.parker.221@gslingacademy.com,male,3,False,99,76,94,88,75,66,84,Charles Parker,83.14285714285714,B,670,Math,English
222,Rachel,Alvarez,rachel.alvarez.222@gslingacademy.com,female,3,False,95,87,79,95,84,90,74,Rachel Alvarez,86.28571428571429,B,353,Math,Geography
223,Charles,Robertson,charles.robertson.223@gslingacademy.com,male,7,False,99,61,75,68,66,90,99,Charles Robertson,79.71428571428571,C,1178,Math,History
224,Steven,York,steven.york.224@gslingacademy.com,male,5,False,65,72,96,69,78,93,72,Steven York,77.85714285714286,C,1432,Physics,Math
225,Robert,Dougherty,robert.dougherty.225@gslingacademy.com,male,7,False,85,55,74,71,66,50,99,Robert Dougherty,71.42857142857143,C,1875,Geography,English
226,Vanessa,Wheeler,vanessa.wheeler.226@gslingacademy.com,female,7,True,69,78,57,72,71,96,87,Vanessa Wheeler,75.71428571428571,C,1646,English,Physics
227,Emily,Mcclure,emily.mcclure.227@gslingacademy.com,female,7,False,75,76,88,65,97,83,85,Emily Mcclure,81.28571428571429,B,957,Biology,Chemistry
228,Angela,Thomas,angela.thomas.228@gslingacademy.com,female,7,True,91,78,72,69,77,91,96,Angela Thomas,82.0,B,832,Geography,Chemistry
229,Roberto,Evans,roberto.evans.229@gslingacademy.com,male,3,False,92,95,61,98,89,85,80,Roberto Evans,85.71428571428571,B,406,Chemistry,Physics
230,Christopher,Perez,christopher.perez.230@gslingacademy.com,male,7,False,62,64,65,86,67,94,68,Christopher Perez,72.28571428571429,C,1848,English,Math
231,William,Torres,william.torres.231@gslingacademy.com,male,2,False,87,91,98,94,100,87,89,William Torres,92.28571428571429,A,73,Biology,Math
232,Lisa,Gardner,lisa.gardner.232@gslingacademy.com,female,3,False,97,88,87,61,86,92,94,Lisa Gardner,86.42857142857143,B,344,Math,Chemistry
233,Catherine,Owens,catherine.owens.233@gslingacademy.com,female,1,False,97,92,79,88,92,99,85,Catherine Owens,90.28571428571429,A,143,English,Physics
234,Keith,Summers,keith.summers.234@gslingacademy.com,male,5,False,98,88,92,84,90,90,71,Keith Summers,87.57142857142857,B,271,Math,Geography
235,Linda,Adams,linda.adams.235@gslingacademy.com,female,1,False,96,67,88,95,82,75,84,Linda Adams,83.85714285714286,B,583,Math,History
236,Michael,Wright,michael.wright.236@gslingacademy.com,male,7,False,98,89,81,56,72,74,94,Michael Wright,80.57142857142857,B,1056,Math,Chemistry
237,Kyle,James,kyle.james.237@gslingacademy.com,male,2,False,87,82,95,81,85,84,73,Kyle James,83.85714285714286,B,583,Physics,Geography
238,Christopher,Cook,christopher.cook.238@gslingacademy.com,male,0,False,96,80,86,94,63,72,75,Christopher Cook,80.85714285714286,B,1019,Math,Biology
239,John,Conley,john.conley.239@gslingacademy.com,male,2,False,82,74,77,95,81,76,91,John Conley,82.28571428571429,B,789,Chemistry,History
240,David,Barnett,david.barnett.240@gslingacademy.com,male,6,False,100,72,99,64,70,93,67,David Barnett,80.71428571428571,B,1035,Math,Chemistry
241,Peter,Garner,peter.garner.241@gslingacademy.com,male,0,False,91,81,91,76,100,92,87,Peter Garner,88.28571428571429,B,229,Biology,Chemistry
242,Douglas,Stewart,douglas.stewart.242@gslingacademy.com,male,6,False,87,62,85,64,63,61,85,Douglas Stewart,72.42857142857143,C,1844,Math,English
243,Heidi,Jones,heidi.jones.243@gslingacademy.com,female,6,False,75,95,84,87,78,82,86,Heidi Jones,83.85714285714286,B,583,History,Math
244,Jeremy,Daniels,jeremy.daniels.244@gslingacademy.com,male,1,False,86,78,61,71,94,92,65,Jeremy Daniels,78.14285714285714,C,1388,Biology,Physics
245,Dustin,Dodson,dustin.dodson.245@gslingacademy.com,male,4,True,94,62,97,96,74,68,69,Dustin Dodson,80.0,B,1134,Physics,History
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,4,False,99,64,92,78,30,78,88,Christopher Cohen,75.57142857142857,C,1664,Math,Biology
247,Willie,Ellis,willie.ellis.247@gslingacademy.com,male,1,False,84,91,94,66,78,71,93,Willie Ellis,82.42857142857143,B,769,Physics,Chemistry
248,Robert,Hawkins,robert.hawkins.248@gslingacademy.com,male,3,False,92,81,68,96,99,92,79,Robert Hawkins,86.71428571428571,B,325,Biology,Physics
249,Stacy,Jordan,stacy.jordan.249@gslingacademy.com,female,2,False,95,84,95,72,62,80,83,Stacy Jordan,81.57142857142857,B,915,Math,Biology
250,Robert,Swanson,robert.swanson.250@gslingacademy.com,male,3,False,90,88,94,99,92,87,97,Robert Swanson,92.42857142857143,A,68,Chemistry,English
251,Holly,Henderson,holly.henderson.251@gslingacademy.com,female,3,False,93,100,87,66,85,96,87,Holly Henderson,87.71428571428571,B,260,History,Chemistry
252,Debra,Valdez,debra.valdez.252@gslingacademy.com,female,1,False,69,63,88,73,83,74,94,Debra Valdez,77.71428571428571,C,1446,Geography,History
253,Vincent,Robertson,vincent.robertson.253@gslingacademy.com,male,1,False,97,80,80,65,91,67,84,Vincent Robertson,80.57142857142857,B,1056,Math,Chemistry
254,Karen,Spencer,karen.spencer.254@gslingacademy.com,female,0,False,76,72,80,92,41,90,78,Karen Spencer,75.57142857142857,C,1664,Chemistry,Biology
255,Nathan,Riley,nathan.riley.255@gslingacademy.com,male,3,False,85,85,92,86,99,86,93,Nathan Riley,89.42857142857143,B,179,Biology,Math
256,Andrea,Sutton,andrea.sutton.256@gslingacademy.com,female,7,True,91,87,89,97,93,87,100,Andrea Sutton,92.0,A,83,Geography,History
257,Tracey,Turner,tracey.turner.257@gslingacademy.com,female,7,True,82,95,92,62,73,75,93,Tracey Turner,81.71428571428571,B,890,History,Chemistry
258,Tammy,Olsen,tammy.olsen.258@gslingacademy.com,female,7,False,59,56,87,97,62,74,61,Tammy Olsen,70.85714285714286,C,1892,Chemistry,History
259,Sheila,Wilkinson,sheila.wilkinson.259@gslingacademy.com,female,9,True,78,71,73,51,80,84,65,Sheila Wilkinson,71.71428571428571,C,1866,English,Chemistry
260,Nathan,Padilla,nathan.padilla.260@gslingacademy.com,male,2,False,89,65,82,65,76,95,62,Nathan Padilla,76.28571428571429,C,1595,English,Geography
261,Sarah,Santiago,sarah.santiago.261@gslingacademy.com,female,3,False,86,91,92,96,90,96,90,Sarah Santiago,91.57142857142857,A,94,Chemistry,Math
262,Christopher,Cruz,christopher.cruz.262@gslingacademy.com,male,4,False,76,93,65,95,76,88,88,Christopher Cruz,83.0,B,688,Chemistry,Physics
263,Nicholas,Sanders,nicholas.sanders.263@gslingacademy.com,male,2,False,79,68,63,72,81,67,67,Nicholas Sanders,71.0,C,1888,Biology,Physics
264,Jessica,Waters,jessica.waters.264@gslingacademy.com,female,3,False,91,96,77,76,80,97,80,Jessica Waters,85.28571428571429,B,446,English,Chemistry
265,James,Miller,james.miller.265@gslingacademy.com,male,5,False,89,66,80,77,60,88,74,James Miller,76.28571428571429,C,1595,Math,Biology
266,Adam,Kane,adam.kane.266@gslingacademy.com,male,3,False,97,94,81,97,79,86,63,Adam Kane,85.28571428571429,B,446,Math,Geography
267,Patricia,Gonzalez,patricia.gonzalez.267@gslingacademy.com,female,3,True,100,86,74,96,80,99,76,Patricia Gonzalez,87.28571428571429,B,291,Math,Physics
268,Whitney,Holmes,whitney.holmes.268@gslingacademy.com,female,1,False,96,68,87,96,91,68,65,Whitney Holmes,81.57142857142857,B,915,Math,Geography
269,Rachel,Hamilton,rachel.hamilton.269@gslingacademy.com,female,7,False,94,64,100,71,84,92,99,Rachel Hamilton,86.28571428571429,B,353,Physics,History
270,Melissa,Marshall,melissa.marshall.270@gslingacademy.com,female,2,False,98,68,80,75,80,81,60,Melissa Marshall,77.42857142857143,C,1478,Math,Geography
271,Jacob,Henderson,jacob.henderson.271@gslingacademy.com,male,1,False,53,71,98,95,94,71,77,Jacob Henderson,79.85714285714286,C,1155,Physics,Math
272,Melissa,Huerta,melissa.huerta.272@gslingacademy.com,female,7,False,44,64,58,66,87,62,68,Melissa Huerta,64.14285714285714,D,1993,Biology,Math
273,Kevin,Camacho,kevin.camacho.273@gslingacademy.com,male,0,False,85,70,73,95,100,70,94,Kevin Camacho,83.85714285714286,B,583,Biology,History
274,Anthony,Martinez,anthony.martinez.274@gslingacademy.com,male,10,False,51,91,67,79,58,52,75,Anthony Martinez,67.57142857142857,D,1952,History,Math
275,Randy,Rodriguez,randy.rodriguez.275@gslingacademy.com,male,1,False,90,89,82,74,67,92,82,Randy Rodriguez,82.28571428571429,B,789,English,Biology
276,Patrick,Vazquez,patrick.vazquez.276@gslingacademy.com,male,1,False,100,92,90,66,73,68,70,Patrick Vazquez,79.85714285714286,C,1155,Math,Chemistry
277,Kim,Flores,kim.flores.277@gslingacademy.com,female,7,False,95,73,61,91,84,92,94,Kim Flores,84.28571428571429,B,531,Math,Physics
278,Robert,Salazar,robert.salazar.278@gslingacademy.com,male,1,True,76,81,96,74,75,80,98,Robert Salazar,82.85714285714286,B,709,Geography,Chemistry
279,Victoria,Vasquez,victoria.vasquez.279@gslingacademy.com,female,1,False,71,98,96,60,90,79,72,Victoria Vasquez,80.85714285714286,B,1019,History,Chemistry
280,Ricardo,Macias,ricardo.macias.280@gslingacademy.com,male,3,False,95,60,87,71,91,84,98,Ricardo Macias,83.71428571428571,B,601,Geography,History
281,Brandi,Bauer,brandi.bauer.281@gslingacademy.com,female,7,True,92,88,76,93,69,75,97,Brandi Bauer,84.28571428571429,B,531,Geography,Biology
282,Jorge,Roth,jorge.roth.282@gslingacademy.com,male,5,False,82,95,96,100,89,64,91,Jorge Roth,88.14285714285714,B,235,Chemistry,English
283,Benjamin,Davis,benjamin.davis.283@gslingacademy.com,male,3,False,85,94,83,76,77,81,92,Benjamin Davis,84.0,B,565,History,Chemistry
284,Nancy,Pierce,nancy.pierce.284@gslingacademy.com,female,4,True,82,85,75,92,76,95,85,Nancy Pierce,84.28571428571429,B,531,English,Physics
285,Catherine,Weiss,catherine.weiss.285@gslingacademy.com,female,2,False,98,77,94,63,69,88,100,Catherine Weiss,84.14285714285714,B,548,Geography,Chemistry
286,Jacob,Perez,jacob.perez.286@gslingacademy.com,male,5,True,93,96,94,84,91,67,68,Jacob Perez,84.71428571428571,B,494,History,English
287,Penny,Zuniga,penny.zuniga.287@gslingacademy.com,female,7,True,84,97,60,100,83,88,94,Penny Zuniga,86.57142857142857,B,333,Chemistry,Physics
288,Anthony,Cox,anthony.cox.288@gslingacademy.com,male,4,False,81,95,76,60,61,98,77,Anthony Cox,78.28571428571429,C,1374,English,Chemistry
289,Angela,Nelson,angela.nelson.289@gslingacademy.com,female,8,False,62,64,84,67,78,51,62,Angela Nelson,66.85714285714286,D,1965,Physics,English
290,Lisa,White,lisa.white.290@gslingacademy.com,female,6,False,92,70,60,94,87,90,86,Lisa White,82.71428571428571,B,730,Chemistry,Physics
291,Robin,Parker,robin.parker.291@gslingacademy.com,female,2,True,64,93,61,61,74,94,64,Robin Parker,73.0,C,1823,English,Physics
292,Cynthia,Shields,cynthia.shields.292@gslingacademy.com,female,1,False,89,67,97,67,75,94,93,Cynthia Shields,83.14285714285714,B,670,Physics,History
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,8,False,99,88,84,87,36,96,86,Pamela Wilkinson,82.28571428571429,B,789,Math,Biology
294,Brenda,Nichols,brenda.nichols.294@gslingacademy.com,female,2,False,95,82,93,99,66,93,86,Brenda Nichols,87.71428571428571,B,260,Chemistry,Biology
295,Laura,Rodriguez,laura.rodriguez.295@gslingacademy.com,female,6,False,72,92,67,100,70,94,81,Laura Rodriguez,82.28571428571429,B,789,Chemistry,Physics
296,Julie,Carey,julie.carey.296@gslingacademy.com,female,2,True,68,89,68,90,68,99,74,Julie Carey,79.42857142857143,C,1224,English,Math
297,Barbara,Andrews,barbara.andrews.297@gslingacademy.com,female,3,False,92,69,78,68,70,80,73,Barbara Andrews,75.71428571428571,C,1646,Math,Chemistry
298,Tracy,Johnson,tracy.johnson.298@gslingacademy.com,male,2,False,97,74,97,60,65,90,97,Tracy Johnson,82.85714285714286,B,709,Math,Chemistry
299,Sarah,Oconnor,sarah.oconnor.299@gslingacademy.com,female,1,False,81,92,94,77,84,63,64,Sarah Oconnor,79.28571428571429,C,1245,Physics,English
300,Joseph,Landry,joseph.landry.300@gslingacademy.com,male,3,False,88,60,81,85,87,90,76,Joseph Landry,81.0,B,994,English,History
301,Terry,Chen,terry.chen.301@gslingacademy.com,male,1,True,76,82,70,72,78,60,81,Terry Chen,74.14285714285714,C,1766,History,English
302,Heather,Faulkner,heather.faulkner.302@gslingacademy.com,female,10,False,77,62,97,82,74,98,95,Heather Faulkner,83.57142857142857,B,615,English,History
303,Wanda,Baxter,wanda.baxter.303@gslingacademy.com,female,3,False,89,81,99,71,67,74,89,Wanda Baxter,81.42857142857143,B,937,Physics,Biology
304,Amanda,Davis,amanda.davis.304@gslingacademy.com,female,1,True,65,69,66,65,90,76,60,Amanda Davis,70.14285714285714,C,1907,Biology,Geography
305,Gina,Powell,gina.powell.305@gslingacademy.com,female,10,False,82,55,76,63,70,61,60,Gina Powell,66.71428571428571,D,1967,Math,History
306,Sabrina,Hall,sabrina.hall.306@gslingacademy.com,female,3,False,77,60,61,91,62,78,91,Sabrina Hall,74.28571428571429,C,1753,Chemistry,History
307,Lauren,Miller,lauren.miller.307@gslingacademy.com,female,0,False,66,70,88,70,62,70,75,Lauren Miller,71.57142857142857,C,1872,Physics,Biology
308,Jessica,Diaz,jessica.diaz.308@gslingacademy.com,female,5,False,90,96,100,87,100,90,89,Jessica Diaz,93.14285714285714,A,46,Physics,Chemistry
309,Ashley,Garcia,ashley.garcia.309@gslingacademy.com,female,2,False,73,87,90,96,61,61,76,Ashley Garcia,77.71428571428571,C,1446,Chemistry,Biology
310,Miranda,Johnson,miranda.johnson.310@gslingacademy.com,female,2,False,89,64,74,97,95,77,88,Miranda Johnson,83.42857142857143,B,635,Chemistry,History
311,Tracy,Johnston,tracy.johnston.311@gslingacademy.com,female,4,False,72,55,54,62,75,79,96,Tracy Johnston,70.42857142857143,C,1903,Geography,Physics
312,Erik,Butler,erik.butler.312@gslingacademy.com,male,1,False,87,90,89,88,93,87,70,Erik Butler,86.28571428571429,B,353,Biology,Geography
313,Tiffany,Jones,tiffany.jones.313@gslingacademy.com,female,4,True,75,98,96,85,81,69,90,Tiffany Jones,84.85714285714286,B,479,History,English
314,Brandy,Campbell,brandy.campbell.314@gslingacademy.com,female,4,False,80,85,98,99,92,70,96,Brandy Campbell,88.57142857142857,B,215,Chemistry,English
315,Joel,Hicks,joel.hicks.315@gslingacademy.com,male,2,False,85,87,87,90,91,91,99,Joel Hicks,90.0,A,154,Geography,Math
316,John,Miller,john.miller.316@gslingacademy.com,male,4,False,92,93,74,76,79,65,74,John Miller,79.0,C,1284,History,English
317,Nancy,Jones,nancy.jones.317@gslingacademy.com,female,0,False,63,60,92,88,90,68,100,Nancy Jones,80.14285714285714,B,1120,Geography,History
